TPXC30 Index,,,7203 JT Equity,,,7267 JT Equity,,,6758 JT Equity,,,7201 JT Equity,,,6752 JT Equity,,,6902 JT Equity,,,9984 JT Equity,,,9432 JT Equity,,,9433 JT Equity,,,9437 JT Equity,,,8306 JT Equity,,,8316 JT Equity,,,8411 JT Equity,,,8766 JT Equity,,,8604 JT Equity,,,6954 JT Equity,,,9020 JT Equity,,,8058 JT Equity,,,9022 JT Equity,,,8031 JT Equity,,,2914 JT Equity,,,3382 JT Equity,,,7751 JT Equity,,,6981 JT Equity,,,6501 JT Equity,,,4502 JT Equity,,,4503 JT Equity,,,8802 JT Equity,,,8801 JT Equity,,,4063 JT Equity,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2016/6/15,597.55,,2016/6/15,5463,,2016/6/15,2772.5,,2016/6/15,2975,,2016/6/15,1016.5,,2016/6/15,912.6,,2016/6/15,3663,,2016/6/15,5672,,2016/6/15,4537,,2016/6/15,2962,,2016/6/15,2684.5,,2016/6/15,492.1,,2016/6/15,3120,,2016/6/15,157.3,,2016/6/15,3483,,2016/6/15,409.1,,2016/6/15,16070,,2016/6/15,9412,,2016/6/15,1789,,2016/6/15,18420,,2016/6/15,1223.5,,2016/6/15,4169,,2016/6/15,4420,,2016/6/15,3014,,2016/6/15,12105,,2016/6/15,462,,2016/6/15,4426,,2016/6/15,1534.5,,2016/6/15,1961,,2016/6/15,2483.5,,2016/6/15,6009
2016/6/16,582.46,,2016/6/16,5281,,2016/6/16,2697.5,,2016/6/16,2879.5,,2016/6/16,972.5,,2016/6/16,877.3,,2016/6/16,3561,,2016/6/16,5591,,2016/6/16,4447,,2016/6/16,2905.5,,2016/6/16,2629,,2016/6/16,485.7,,2016/6/16,3074,,2016/6/16,155.6,,2016/6/16,3368,,2016/6/16,395.8,,2016/6/16,15775,,2016/6/16,9216,,2016/6/16,1737.5,,2016/6/16,18030,,2016/6/16,1198.5,,2016/6/16,4076,,2016/6/16,4295,,2016/6/16,2981,,2016/6/16,11540,,2016/6/16,445.2,,2016/6/16,4270,,2016/6/16,1490.5,,2016/6/16,1887.5,,2016/6/16,2370,,2016/6/16,5872
2016/6/17,586.96,,2016/6/17,5421,,2016/6/17,2710.5,,2016/6/17,2899,,2016/6/17,984.2,,2016/6/17,898.2,,2016/6/17,3644,,2016/6/17,5577,,2016/6/17,4396,,2016/6/17,3004,,2016/6/17,2601.5,,2016/6/17,488.8,,2016/6/17,3106,,2016/6/17,158.1,,2016/6/17,3444,,2016/6/17,397.9,,2016/6/17,15870,,2016/6/17,9134,,2016/6/17,1750.5,,2016/6/17,17650,,2016/6/17,1195,,2016/6/17,4089,,2016/6/17,4315,,2016/6/17,3022,,2016/6/17,11395,,2016/6/17,457,,2016/6/17,4317,,2016/6/17,1503,,2016/6/17,1861.5,,2016/6/17,2351.5,,2016/6/17,5972
2016/6/20,600.54,,2016/6/20,5568,,2016/6/20,2747.5,,2016/6/20,2987.5,,2016/6/20,1010.5,,2016/6/20,924.6,,2016/6/20,3696,,2016/6/20,5761,,2016/6/20,4447,,2016/6/20,3034,,2016/6/20,2659,,2016/6/20,499.8,,2016/6/20,3185,,2016/6/20,160.7,,2016/6/20,3499,,2016/6/20,412.7,,2016/6/20,16145,,2016/6/20,9287,,2016/6/20,1800.5,,2016/6/20,18075,,2016/6/20,1230,,2016/6/20,4196,,2016/6/20,4378,,2016/6/20,3041,,2016/6/20,11855,,2016/6/20,470.8,,2016/6/20,4445,,2016/6/20,1546,,2016/6/20,1912.5,,2016/6/20,2456,,2016/6/20,6086
2016/6/21,609.42,,2016/6/21,5637,,2016/6/21,2764,,2016/6/21,3060,,2016/6/21,1015,,2016/6/21,939.7,,2016/6/21,3738,,2016/6/21,5842,,2016/6/21,4500,,2016/6/21,3115,,2016/6/21,2698,,2016/6/21,506,,2016/6/21,3241,,2016/6/21,161.2,,2016/6/21,3508,,2016/6/21,417.4,,2016/6/21,16285,,2016/6/21,9399,,2016/6/21,1803,,2016/6/21,18345,,2016/6/21,1236.5,,2016/6/21,4277,,2016/6/21,4494,,2016/6/21,3106,,2016/6/21,12465,,2016/6/21,472.8,,2016/6/21,4481,,2016/6/21,1605,,2016/6/21,1937.5,,2016/6/21,2507.5,,2016/6/21,6112
2016/6/22,606.32,,2016/6/22,5607,,2016/6/22,2697.5,,2016/6/22,3004,,2016/6/22,1007,,2016/6/22,928,,2016/6/22,3680,,2016/6/22,5994,,2016/6/22,4550,,2016/6/22,3156,,2016/6/22,2722,,2016/6/22,500.6,,2016/6/22,3193,,2016/6/22,160.2,,2016/6/22,3497,,2016/6/22,417.6,,2016/6/22,16000,,2016/6/22,9369,,2016/6/22,1794.5,,2016/6/22,18180,,2016/6/22,1237.5,,2016/6/22,4217,,2016/6/22,4465,,2016/6/22,3099,,2016/6/22,12250,,2016/6/22,466.9,,2016/6/22,4412,,2016/6/22,1626.5,,2016/6/22,1900.5,,2016/6/22,2454,,2016/6/22,6032
2016/6/23,614.7,,2016/6/23,5737,,2016/6/23,2765.5,,2016/6/23,3017,,2016/6/23,1027,,2016/6/23,956.5,,2016/6/23,3783,,2016/6/23,6076,,2016/6/23,4586,,2016/6/23,3093,,2016/6/23,2714,,2016/6/23,514,,2016/6/23,3254,,2016/6/23,163.5,,2016/6/23,3559,,2016/6/23,427.8,,2016/6/23,16605,,2016/6/23,9407,,2016/6/23,1851.5,,2016/6/23,18340,,2016/6/23,1259,,2016/6/23,4226,,2016/6/23,4482,,2016/6/23,3128,,2016/6/23,12450,,2016/6/23,484,,2016/6/23,4446,,2016/6/23,1613,,2016/6/23,1921,,2016/6/23,2487.5,,2016/6/23,6114
2016/6/24,568.82,,2016/6/24,5240,,2016/6/24,2535.5,,2016/6/24,2775.5,,2016/6/24,943.8,,2016/6/24,877,,2016/6/24,3431,,2016/6/24,5505,,2016/6/24,4428,,2016/6/24,2867,,2016/6/24,2595,,2016/6/24,470,,2016/6/24,2967,,2016/6/24,153,,2016/6/24,3227,,2016/6/24,382.5,,2016/6/24,15500,,2016/6/24,8796,,2016/6/24,1742,,2016/6/24,17050,,2016/6/24,1193,,2016/6/24,3940,,2016/6/24,4194,,2016/6/24,2950,,2016/6/24,11180,,2016/6/24,434.2,,2016/6/24,4132,,2016/6/24,1496,,2016/6/24,1818.5,,2016/6/24,2278,,2016/6/24,5707
2016/6/27,576.03,,2016/6/27,5151,,2016/6/27,2549,,2016/6/27,2782,,2016/6/27,919.9,,2016/6/27,867,,2016/6/27,3452,,2016/6/27,5655,,2016/6/27,4720,,2016/6/27,3043,,2016/6/27,2732.5,,2016/6/27,455.9,,2016/6/27,2915,,2016/6/27,149.3,,2016/6/27,3197,,2016/6/27,358.3,,2016/6/27,15675,,2016/6/27,9293,,2016/6/27,1732,,2016/6/27,18090,,2016/6/27,1190.5,,2016/6/27,4137,,2016/6/27,4351,,2016/6/27,2946.5,,2016/6/27,10920,,2016/6/27,419.2,,2016/6/27,4346,,2016/6/27,1595,,2016/6/27,1822,,2016/6/27,2268.5,,2016/6/27,5818
2016/6/28,572.89,,2016/6/28,4975,,2016/6/28,2523.5,,2016/6/28,2825.5,,2016/6/28,909.4,,2016/6/28,853.2,,2016/6/28,3448,,2016/6/28,5668,,2016/6/28,4784,,2016/6/28,3074,,2016/6/28,2742.5,,2016/6/28,448.7,,2016/6/28,2869.5,,2016/6/28,146.5,,2016/6/28,3154,,2016/6/28,352.3,,2016/6/28,15915,,2016/6/28,9313,,2016/6/28,1728,,2016/6/28,18020,,2016/6/28,1184.5,,2016/6/28,4147,,2016/6/28,4381,,2016/6/28,2861,,2016/6/28,10905,,2016/6/28,410.5,,2016/6/28,4343,,2016/6/28,1610,,2016/6/28,1831.5,,2016/6/28,2273,,2016/6/28,5825
2016/6/29,584.77,,2016/6/29,5119,,2016/6/29,2567,,2016/6/29,2962,,2016/6/29,930.1,,2016/6/29,882.2,,2016/6/29,3547,,2016/6/29,5808,,2016/6/29,4838,,2016/6/29,3095,,2016/6/29,2795,,2016/6/29,458.5,,2016/6/29,2915,,2016/6/29,149.2,,2016/6/29,3355,,2016/6/29,361.1,,2016/6/29,16300,,2016/6/29,9468,,2016/6/29,1786.5,,2016/6/29,18145,,2016/6/29,1222,,2016/6/29,4133,,2016/6/29,4341,,2016/6/29,2906,,2016/6/29,11425,,2016/6/29,426.3,,2016/6/29,4440,,2016/6/29,1615,,2016/6/29,1878,,2016/6/29,2325,,2016/6/29,5934
2016/6/30,582.91,,2016/6/30,5052,,2016/6/30,2572.5,,2016/6/30,2988,,2016/6/30,917.9,,2016/6/30,881,,2016/6/30,3577,,2016/6/30,5789,,2016/6/30,4800,,2016/6/30,3113,,2016/6/30,2766.5,,2016/6/30,455.9,,2016/6/30,2926,,2016/6/30,148.3,,2016/6/30,3367,,2016/6/30,365.2,,2016/6/30,16535,,2016/6/30,9433,,2016/6/30,1788,,2016/6/30,18125,,2016/6/30,1213.5,,2016/6/30,4103,,2016/6/30,4281,,2016/6/30,2912.5,,2016/6/30,11380,,2016/6/30,423.9,,2016/6/30,4424,,2016/6/30,1600,,2016/6/30,1873,,2016/6/30,2331.5,,2016/6/30,5962
2016/7/1,585.02,,2016/7/1,5107,,2016/7/1,2567,,2016/7/1,3007,,2016/7/1,921.2,,2016/7/1,875,,2016/7/1,3550,,2016/7/1,5727,,2016/7/1,4812,,2016/7/1,3193,,2016/7/1,2798.5,,2016/7/1,459.9,,2016/7/1,2948,,2016/7/1,148.3,,2016/7/1,3415,,2016/7/1,373.9,,2016/7/1,16390,,2016/7/1,9450,,2016/7/1,1797,,2016/7/1,18080,,2016/7/1,1219,,2016/7/1,4124,,2016/7/1,4264,,2016/7/1,2893,,2016/7/1,11320,,2016/7/1,417.4,,2016/7/1,4438,,2016/7/1,1603.5,,2016/7/1,1876,,2016/7/1,2305.5,,2016/7/1,6050
2016/7/4,591.17,,2016/7/4,5127,,2016/7/4,2612,,2016/7/4,3038,,2016/7/4,942.1,,2016/7/4,891,,2016/7/4,3559,,2016/7/4,5792,,2016/7/4,4951,,2016/7/4,3295,,2016/7/4,2870,,2016/7/4,455.3,,2016/7/4,2929.5,,2016/7/4,146.4,,2016/7/4,3434,,2016/7/4,372.2,,2016/7/4,16340,,2016/7/4,9573,,2016/7/4,1824,,2016/7/4,18080,,2016/7/4,1239.5,,2016/7/4,4315,,2016/7/4,4211,,2016/7/4,2911,,2016/7/4,11420,,2016/7/4,421,,2016/7/4,4482,,2016/7/4,1624,,2016/7/4,1903,,2016/7/4,2321.5,,2016/7/4,6076
2016/7/5,588.38,,2016/7/5,5153,,2016/7/5,2583,,2016/7/5,3036,,2016/7/5,943.5,,2016/7/5,891.7,,2016/7/5,3516,,2016/7/5,5728,,2016/7/5,4937,,2016/7/5,3277,,2016/7/5,2841,,2016/7/5,450,,2016/7/5,2887.5,,2016/7/5,147,,2016/7/5,3395,,2016/7/5,371.3,,2016/7/5,16050,,2016/7/5,9567,,2016/7/5,1815.5,,2016/7/5,18115,,2016/7/5,1236,,2016/7/5,4320,,2016/7/5,4242,,2016/7/5,2909.5,,2016/7/5,11155,,2016/7/5,412.9,,2016/7/5,4469,,2016/7/5,1617,,2016/7/5,1881,,2016/7/5,2304.5,,2016/7/5,6069
2016/7/6,578.33,,2016/7/6,5064,,2016/7/6,2465.5,,2016/7/6,3029,,2016/7/6,924.5,,2016/7/6,862.9,,2016/7/6,3359,,2016/7/6,5613,,2016/7/6,5044,,2016/7/6,3264,,2016/7/6,2883.5,,2016/7/6,433.8,,2016/7/6,2819,,2016/7/6,143.1,,2016/7/6,3325,,2016/7/6,354.7,,2016/7/6,15600,,2016/7/6,9621,,2016/7/6,1783,,2016/7/6,18090,,2016/7/6,1212,,2016/7/6,4284,,2016/7/6,4149,,2016/7/6,2852,,2016/7/6,10570,,2016/7/6,408.4,,2016/7/6,4384,,2016/7/6,1592,,2016/7/6,1827,,2016/7/6,2180.5,,2016/7/6,5967
2016/7/7,575.51,,2016/7/7,5073,,2016/7/7,2462.5,,2016/7/7,3034,,2016/7/7,925.7,,2016/7/7,865.5,,2016/7/7,3350,,2016/7/7,5530,,2016/7/7,4974,,2016/7/7,3199,,2016/7/7,2851,,2016/7/7,434.2,,2016/7/7,2819,,2016/7/7,143.7,,2016/7/7,3310,,2016/7/7,352.6,,2016/7/7,15500,,2016/7/7,9521,,2016/7/7,1767,,2016/7/7,18245,,2016/7/7,1206,,2016/7/7,4309,,2016/7/7,4145,,2016/7/7,2826,,2016/7/7,10470,,2016/7/7,403.1,,2016/7/7,4398,,2016/7/7,1587,,2016/7/7,1790,,2016/7/7,2135,,2016/7/7,5921
2016/7/8,568.49,,2016/7/8,5055,,2016/7/8,2476.5,,2016/7/8,3013,,2016/7/8,918.9,,2016/7/8,863,,2016/7/8,3399,,2016/7/8,5399,,2016/7/8,4829,,2016/7/8,3134,,2016/7/8,2795,,2016/7/8,428.7,,2016/7/8,2775,,2016/7/8,142,,2016/7/8,3252,,2016/7/8,352.6,,2016/7/8,15500,,2016/7/8,9339,,2016/7/8,1748,,2016/7/8,18065,,2016/7/8,1188,,2016/7/8,4289,,2016/7/8,4078,,2016/7/8,2802.5,,2016/7/8,10475,,2016/7/8,403.3,,2016/7/8,4253,,2016/7/8,1603.5,,2016/7/8,1727.5,,2016/7/8,2039,,2016/7/8,5901
2016/7/11,588.86,,2016/7/11,5301,,2016/7/11,2576.5,,2016/7/11,3133,,2016/7/11,967,,2016/7/11,931.1,,2016/7/11,3536,,2016/7/11,5678,,2016/7/11,4914,,2016/7/11,3165,,2016/7/11,2841,,2016/7/11,446.5,,2016/7/11,2851,,2016/7/11,146.3,,2016/7/11,3450,,2016/7/11,373.7,,2016/7/11,16160,,2016/7/11,9559,,2016/7/11,1846.5,,2016/7/11,18810,,2016/7/11,1224,,2016/7/11,4313,,2016/7/11,4284,,2016/7/11,2882,,2016/7/11,10970,,2016/7/11,419.9,,2016/7/11,4383,,2016/7/11,1628,,2016/7/11,1786,,2016/7/11,2161,,2016/7/11,6077
2016/7/12,603.97,,2016/7/12,5443,,2016/7/12,2646,,2016/7/12,3141,,2016/7/12,1000.5,,2016/7/12,963.9,,2016/7/12,3657,,2016/7/12,5845,,2016/7/12,4912,,2016/7/12,3234,,2016/7/12,2832,,2016/7/12,472.6,,2016/7/12,2998,,2016/7/12,154.5,,2016/7/12,3587,,2016/7/12,387.1,,2016/7/12,16795,,2016/7/12,9546,,2016/7/12,1860,,2016/7/12,18830,,2016/7/12,1221,,2016/7/12,4358,,2016/7/12,4382,,2016/7/12,2948.5,,2016/7/12,11595,,2016/7/12,437.9,,2016/7/12,4426,,2016/7/12,1667.5,,2016/7/12,1866,,2016/7/12,2281.5,,2016/7/12,6222
2016/7/13,613.43,,2016/7/13,5628,,2016/7/13,2738.5,,2016/7/13,3074,,2016/7/13,1011.5,,2016/7/13,979.1,,2016/7/13,3757,,2016/7/13,5870,,2016/7/13,4870,,2016/7/13,3186,,2016/7/13,2805,,2016/7/13,497.6,,2016/7/13,3128,,2016/7/13,160.3,,2016/7/13,3643,,2016/7/13,400.6,,2016/7/13,17180,,2016/7/13,9432,,2016/7/13,1926,,2016/7/13,18800,,2016/7/13,1245.5,,2016/7/13,4369,,2016/7/13,4527,,2016/7/13,2963.5,,2016/7/13,12250,,2016/7/13,453.2,,2016/7/13,4377,,2016/7/13,1651.5,,2016/7/13,1893,,2016/7/13,2356,,2016/7/13,6228
2016/7/14,616.39,,2016/7/14,5648,,2016/7/14,2700.5,,2016/7/14,3162,,2016/7/14,1010,,2016/7/14,967.2,,2016/7/14,3754,,2016/7/14,5993,,2016/7/14,4900,,2016/7/14,3191,,2016/7/14,2858,,2016/7/14,497.5,,2016/7/14,3113,,2016/7/14,159.5,,2016/7/14,3695,,2016/7/14,398.6,,2016/7/14,17435,,2016/7/14,9364,,2016/7/14,1923.5,,2016/7/14,19280,,2016/7/14,1249.5,,2016/7/14,4351,,2016/7/14,4568,,2016/7/14,3017,,2016/7/14,12415,,2016/7/14,449.3,,2016/7/14,4427,,2016/7/14,1645,,2016/7/14,1910.5,,2016/7/14,2346.5,,2016/7/14,6305
2016/7/15,622.55,,2016/7/15,5759,,2016/7/15,2800,,2016/7/15,3179,,2016/7/15,1043,,2016/7/15,986.3,,2016/7/15,3880,,2016/7/15,6007,,2016/7/15,4874,,2016/7/15,3146,,2016/7/15,2848,,2016/7/15,518.8,,2016/7/15,3233,,2016/7/15,163.8,,2016/7/15,3808,,2016/7/15,422,,2016/7/15,17005,,2016/7/15,9479,,2016/7/15,1940,,2016/7/15,19285,,2016/7/15,1262,,2016/7/15,4270,,2016/7/15,4500,,2016/7/15,2959.5,,2016/7/15,12730,,2016/7/15,466.2,,2016/7/15,4375,,2016/7/15,1608,,2016/7/15,1923.5,,2016/7/15,2349.5,,2016/7/15,6443
2016/7/19,623.95,,2016/7/19,5784,,2016/7/19,2824.5,,2016/7/19,3236,,2016/7/19,1043,,2016/7/19,995.6,,2016/7/19,3920,,2016/7/19,5387,,2016/7/19,4999,,2016/7/19,3194,,2016/7/19,2865,,2016/7/19,521.6,,2016/7/19,3233,,2016/7/19,163.7,,2016/7/19,3880,,2016/7/19,429.1,,2016/7/19,17290,,2016/7/19,9437,,2016/7/19,1935,,2016/7/19,19325,,2016/7/19,1270,,2016/7/19,4229,,2016/7/19,4543,,2016/7/19,2996,,2016/7/19,12950,,2016/7/19,469.9,,2016/7/19,4464,,2016/7/19,1661,,2016/7/19,1934.5,,2016/7/19,2349.5,,2016/7/19,6326
2016/7/20,623.96,,2016/7/20,5775,,2016/7/20,2797.5,,2016/7/20,3232,,2016/7/20,1047,,2016/7/20,999.1,,2016/7/20,3888,,2016/7/20,5409,,2016/7/20,5075,,2016/7/20,3266,,2016/7/20,2906,,2016/7/20,510.9,,2016/7/20,3170,,2016/7/20,162.5,,2016/7/20,3850,,2016/7/20,418.1,,2016/7/20,17295,,2016/7/20,9762,,2016/7/20,1910,,2016/7/20,19450,,2016/7/20,1254.5,,2016/7/20,4234,,2016/7/20,4521,,2016/7/20,2949.5,,2016/7/20,12945,,2016/7/20,471,,2016/7/20,4480,,2016/7/20,1673,,2016/7/20,1980,,2016/7/20,2366,,2016/7/20,6210
2016/7/21,629.23,,2016/7/21,5875,,2016/7/21,2923.5,,2016/7/21,3213,,2016/7/21,1056,,2016/7/21,1039,,2016/7/21,4048,,2016/7/21,5391,,2016/7/21,5016,,2016/7/21,3210,,2016/7/21,2875,,2016/7/21,522.1,,2016/7/21,3241,,2016/7/21,164,,2016/7/21,3922,,2016/7/21,438.8,,2016/7/21,17665,,2016/7/21,9642,,2016/7/21,1922.5,,2016/7/21,19195,,2016/7/21,1267.5,,2016/7/21,4219,,2016/7/21,4529,,2016/7/21,2985.5,,2016/7/21,12980,,2016/7/21,483.3,,2016/7/21,4512,,2016/7/21,1647,,2016/7/21,2007.5,,2016/7/21,2398.5,,2016/7/21,6366
2016/7/22,624.08,,2016/7/22,5838,,2016/7/22,2853,,2016/7/22,3196,,2016/7/22,1019.5,,2016/7/22,1030.5,,2016/7/22,3985,,2016/7/22,5392,,2016/7/22,5011,,2016/7/22,3246,,2016/7/22,2887,,2016/7/22,514.9,,2016/7/22,3190,,2016/7/22,162.4,,2016/7/22,3903,,2016/7/22,430.4,,2016/7/22,17345,,2016/7/22,9522,,2016/7/22,1914.5,,2016/7/22,19195,,2016/7/22,1254.5,,2016/7/22,4242,,2016/7/22,4450,,2016/7/22,2971,,2016/7/22,12485,,2016/7/22,486,,2016/7/22,4458,,2016/7/22,1656,,2016/7/22,1982.5,,2016/7/22,2354,,2016/7/22,6227
2016/7/25,621.81,,2016/7/25,5846,,2016/7/25,2855,,2016/7/25,3160,,2016/7/25,1021,,2016/7/25,1029.5,,2016/7/25,4003,,2016/7/25,5216,,2016/7/25,4969,,2016/7/25,3203,,2016/7/25,2840,,2016/7/25,508.9,,2016/7/25,3176,,2016/7/25,161,,2016/7/25,3918,,2016/7/25,428.4,,2016/7/25,17615,,2016/7/25,9582,,2016/7/25,1891.5,,2016/7/25,19185,,2016/7/25,1247.5,,2016/7/25,4177,,2016/7/25,4434,,2016/7/25,2997,,2016/7/25,12550,,2016/7/25,485.9,,2016/7/25,4566,,2016/7/25,1667.5,,2016/7/25,1988.5,,2016/7/25,2374,,2016/7/25,6238
2016/7/26,613.66,,2016/7/26,5699,,2016/7/26,2801,,2016/7/26,3160,,2016/7/26,997.2,,2016/7/26,998.2,,2016/7/26,3872,,2016/7/26,5372,,2016/7/26,4946,,2016/7/26,3232,,2016/7/26,2837.5,,2016/7/26,495.4,,2016/7/26,3116,,2016/7/26,158.3,,2016/7/26,3878,,2016/7/26,414.3,,2016/7/26,17385,,2016/7/26,9579,,2016/7/26,1836.5,,2016/7/26,19025,,2016/7/26,1227.5,,2016/7/26,4124,,2016/7/26,4358,,2016/7/26,2913.5,,2016/7/26,12200,,2016/7/26,466.7,,2016/7/26,4513,,2016/7/26,1691.5,,2016/7/26,1966.5,,2016/7/26,2295.5,,2016/7/26,6189
2016/7/27,621.5,,2016/7/27,5866,,2016/7/27,2863,,2016/7/27,3226,,2016/7/27,1046.5,,2016/7/27,1015.5,,2016/7/27,3957,,2016/7/27,5422,,2016/7/27,4926,,2016/7/27,3202,,2016/7/27,2794.5,,2016/7/27,497.3,,2016/7/27,3141,,2016/7/27,159.3,,2016/7/27,3928,,2016/7/27,423,,2016/7/27,17660,,2016/7/27,9520,,2016/7/27,1815.5,,2016/7/27,18980,,2016/7/27,1228,,2016/7/27,4110,,2016/7/27,4372,,2016/7/27,2929,,2016/7/27,12845,,2016/7/27,476.4,,2016/7/27,4548,,2016/7/27,1701.5,,2016/7/27,1993,,2016/7/27,2343,,2016/7/27,7087
2016/7/28,615.14,,2016/7/28,5859,,2016/7/28,2838.5,,2016/7/28,3192,,2016/7/28,1024,,2016/7/28,985.4,,2016/7/28,3971,,2016/7/28,5366,,2016/7/28,4873,,2016/7/28,3156,,2016/7/28,2778,,2016/7/28,484.6,,2016/7/28,3070,,2016/7/28,158.1,,2016/7/28,3882,,2016/7/28,416.9,,2016/7/28,17690,,2016/7/28,9436,,2016/7/28,1807,,2016/7/28,18810,,2016/7/28,1223.5,,2016/7/28,4056,,2016/7/28,4270,,2016/7/28,2897.5,,2016/7/28,13070,,2016/7/28,466.9,,2016/7/28,4533,,2016/7/28,1694.5,,2016/7/28,1979.5,,2016/7/28,2300,,2016/7/28,6998
2016/7/29,625.71,,2016/7/29,5894,,2016/7/29,2841.5,,2016/7/29,3282,,2016/7/29,1012,,2016/7/29,1011,,2016/7/29,4046,,2016/7/29,5703,,2016/7/29,4881,,2016/7/29,3145,,2016/7/29,2749.5,,2016/7/29,522,,2016/7/29,3308,,2016/7/29,167.1,,2016/7/29,4040,,2016/7/29,469.2,,2016/7/29,17325,,2016/7/29,9485,,2016/7/29,1778.5,,2016/7/29,19220,,2016/7/29,1208.5,,2016/7/29,4025,,2016/7/29,4303,,2016/7/29,2935,,2016/7/29,12825,,2016/7/29,476.5,,2016/7/29,4588,,2016/7/29,1721.5,,2016/7/29,1929,,2016/7/29,2253.5,,2016/7/29,7064
2016/8/1,631.09,,2016/8/1,5797,,2016/8/1,2842,,2016/8/1,3339,,2016/8/1,1020.5,,2016/8/1,940.7,,2016/8/1,4101,,2016/8/1,5930,,2016/8/1,5027,,2016/8/1,3215,,2016/8/1,2794,,2016/8/1,544.6,,2016/8/1,3434,,2016/8/1,171,,2016/8/1,3973,,2016/8/1,443,,2016/8/1,17505,,2016/8/1,9337,,2016/8/1,1765.5,,2016/8/1,18950,,2016/8/1,1203.5,,2016/8/1,4047,,2016/8/1,4287,,2016/8/1,2912,,2016/8/1,12430,,2016/8/1,469.6,,2016/8/1,4800,,2016/8/1,1778.5,,2016/8/1,1984.5,,2016/8/1,2262,,2016/8/1,7065
2016/8/2,619.05,,2016/8/2,5696,,2016/8/2,2759.5,,2016/8/2,3323,,2016/8/2,1000.5,,2016/8/2,940.1,,2016/8/2,3901,,2016/8/2,6060,,2016/8/2,4927,,2016/8/2,3157,,2016/8/2,2810,,2016/8/2,512.3,,2016/8/2,3290,,2016/8/2,165.8,,2016/8/2,3878,,2016/8/2,435.3,,2016/8/2,17150,,2016/8/2,9159,,2016/8/2,1751.5,,2016/8/2,18340,,2016/8/2,1183,,2016/8/2,4053,,2016/8/2,4267,,2016/8/2,2862,,2016/8/2,12180,,2016/8/2,458.7,,2016/8/2,4778,,2016/8/2,1740,,2016/8/2,1949,,2016/8/2,2222.5,,2016/8/2,6813
2016/8/3,608.76,,2016/8/3,5589,,2016/8/3,2865,,2016/8/3,3268,,2016/8/3,970.3,,2016/8/3,935.5,,2016/8/3,3752,,2016/8/3,5912,,2016/8/3,4901,,2016/8/3,3278,,2016/8/3,2761,,2016/8/3,492.3,,2016/8/3,3149,,2016/8/3,160.3,,2016/8/3,3732,,2016/8/3,409.2,,2016/8/3,16715,,2016/8/3,8838,,2016/8/3,1843.5,,2016/8/3,17775,,2016/8/3,1204,,2016/8/3,3928,,2016/8/3,4225,,2016/8/3,2819.5,,2016/8/3,12180,,2016/8/3,442.6,,2016/8/3,4722,,2016/8/3,1729,,2016/8/3,1874,,2016/8/3,2093.5,,2016/8/3,6711
2016/8/4,615.04,,2016/8/4,5691,,2016/8/4,2924.5,,2016/8/4,3279,,2016/8/4,981.6,,2016/8/4,960.7,,2016/8/4,3951,,2016/8/4,5842,,2016/8/4,4820,,2016/8/4,3203,,2016/8/4,2709.5,,2016/8/4,507.1,,2016/8/4,3219,,2016/8/4,162.8,,2016/8/4,3762,,2016/8/4,438.6,,2016/8/4,16905,,2016/8/4,8816,,2016/8/4,1930.5,,2016/8/4,17690,,2016/8/4,1259.5,,2016/8/4,3952,,2016/8/4,4234,,2016/8/4,2868.5,,2016/8/4,12470,,2016/8/4,457,,2016/8/4,4734,,2016/8/4,1699.5,,2016/8/4,1895,,2016/8/4,2116.5,,2016/8/4,7008
2016/8/5,615.51,,2016/8/5,5860,,2016/8/5,2904,,2016/8/5,3293,,2016/8/5,968.8,,2016/8/5,971.8,,2016/8/5,4022,,2016/8/5,5801,,2016/8/5,4807,,2016/8/5,3236,,2016/8/5,2661.5,,2016/8/5,504.2,,2016/8/5,3209,,2016/8/5,162.4,,2016/8/5,3704,,2016/8/5,446.4,,2016/8/5,16600,,2016/8/5,8863,,2016/8/5,1962,,2016/8/5,17560,,2016/8/5,1257.5,,2016/8/5,3960,,2016/8/5,4196,,2016/8/5,2865.5,,2016/8/5,12250,,2016/8/5,461.4,,2016/8/5,4629,,2016/8/5,1685.5,,2016/8/5,1909.5,,2016/8/5,2164.5,,2016/8/5,6846
